id,text,survey_item_code,survey_item_codes,raw_survey_item_code,source
IPIP_FULL_0280,Am indifferent to the feelings of others.,X203,['X203'],X203,IPIP Alphabetical Item List
IPIP_FULL_0281,Am inexplicably happy some of the time.,E25,['E25'],E25,IPIP Alphabetical Item List
IPIP_FULL_0282,Am inflexible when I think I'm right.,T245,['T245'],T245,IPIP Alphabetical Item List
IPIP_FULL_0283,Am intentionally different.,T246,['T246'],T246,IPIP Alphabetical Item List
IPIP_FULL_0284,Am interested in many things.,H2021,['H2021'],H2021,IPIP Alphabetical Item List
IPIP_FULL_0285,Am interested in money to the point of being able to do risky jobs.,S9,['S9'],S9,IPIP Alphabetical Item List
IPIP_FULL_0286,Am interested in my personal growth.,E14,['E14'],E14,IPIP Alphabetical Item List
IPIP_FULL_0287,Am interested in people.,H21,['H21'],H21,IPIP Alphabetical Item List
IPIP_FULL_0288,Am interested in science.,Q69,['Q69'],Q69,IPIP Alphabetical Item List
IPIP_FULL_0289,Am just an ordinary person.,Q103,['Q103'],Q103,IPIP Alphabetical Item List
IPIP_FULL_0290,Am known as a controlling person.,T251,['T251'],T251,IPIP Alphabetical Item List
IPIP_FULL_0291,Am known to be a very nervous or tense person.,T255,['T255'],T255,IPIP Alphabetical Item List
IPIP_FULL_0292,Am less capable than most people.,P388,['P388'],P388,IPIP Alphabetical Item List
IPIP_FULL_0293,Am less likely than most people to lock things up.,M10,['M10'],M10,IPIP Alphabetical Item List
IPIP_FULL_0294,Am likely to show off if I get the chance.,P441,['P441'],P441,IPIP Alphabetical Item List
IPIP_FULL_0295,Am looking for a job.,Q75,['Q75'],Q75,IPIP Alphabetical Item List
IPIP_FULL_0296,Am looking forward to things that are coming in the future.,W125,['W125'],W125,IPIP Alphabetical Item List
IPIP_FULL_0297,Am mainly interested in money.,Q179,['Q179'],Q179,IPIP Alphabetical Item List
IPIP_FULL_0298,Am more capable than most others.,P469,['P469'],P469,IPIP Alphabetical Item List
IPIP_FULL_0299,Am more likely to be fast and careless than to be slow and plodding.,T260,['T260'],T260,IPIP Alphabetical Item List
IPIP_FULL_0300,Am more of a loner than most people.,T261,['T261'],T261,IPIP Alphabetical Item List
IPIP_FULL_0301,Am motivated strongly to do some things by the good prospect of obtaining money.,S4,['S4'],S4,IPIP Alphabetical Item List
IPIP_FULL_0302,"Am moved to action by the possibility of social advancement, even if this involves not playing fair.",S7,['S7'],S7,IPIP Alphabetical Item List
IPIP_FULL_0303,Am nervous or tense most of the time.,T264,['T264'],T264,IPIP Alphabetical Item List
IPIP_FULL_0304,Am never at a loss for words.,H1302,['H1302'],H1302,IPIP Alphabetical Item List
IPIP_FULL_0305,Am never bored.,V37,['V37'],V37,IPIP Alphabetical Item List
IPIP_FULL_0306,Am never too busy to help a friend.,V24,['V24'],V24,IPIP Alphabetical Item List
IPIP_FULL_0307,Am nice to people I should be angry at.,Q202,['Q202'],Q202,IPIP Alphabetical Item List
IPIP_FULL_0308,Am nice to store clerks.,E22,['E22'],E22,IPIP Alphabetical Item List
IPIP_FULL_0309,Am no danger to society.,Q68,['Q68'],Q68,IPIP Alphabetical Item List
IPIP_FULL_0310,Am no more special than anyone else.,T273,['T273'],T273,IPIP Alphabetical Item List
IPIP_FULL_0311,Am not a caring person.,T274,['T274'],T274,IPIP Alphabetical Item List
IPIP_FULL_0312,Am not a dependable person.,T275,['T275'],T275,IPIP Alphabetical Item List
IPIP_FULL_0313,Am not a detail-oriented person.,V227,['V227'],V227,IPIP Alphabetical Item List
IPIP_FULL_0314,Am not a joyful person.,T278,['T278'],T278,IPIP Alphabetical Item List
IPIP_FULL_0315,Am not a sympathetic person.,T280,['T280'],T280,IPIP Alphabetical Item List
IPIP_FULL_0316,Am not a very enthusiastic person.,Y1,['Y1'],Y1,IPIP Alphabetical Item List
IPIP_FULL_0317,Am not affected by either praise or criticism.,V144,['V144'],V144,IPIP Alphabetical Item List
IPIP_FULL_0318,Am not afraid of providing criticism.,H459,['H459'],H459,IPIP Alphabetical Item List
IPIP_FULL_0319,Am not all that curious about the world.,V115,['V115'],V115,IPIP Alphabetical Item List
IPIP_FULL_0320,Am not always honest with myself.,P490,['P490'],P490,IPIP Alphabetical Item List
IPIP_FULL_0321,Am not always what I appear to be.,P447,['P447'],P447,IPIP Alphabetical Item List
IPIP_FULL_0322,Am not an empathic person.,T286,['T286'],T286,IPIP Alphabetical Item List
IPIP_FULL_0323,Am not an extraordinary person.,P462,['P462'],P462,IPIP Alphabetical Item List
IPIP_FULL_0324,Am not as strict as I should be.,E96,['E96'],E96,IPIP Alphabetical Item List
IPIP_FULL_0325,Am not as tactful as I should be.,T288,['T288'],T288,IPIP Alphabetical Item List
IPIP_FULL_0326,Am not bothered by crazy thoughts.,H359,['H359'],H359,IPIP Alphabetical Item List
IPIP_FULL_0327,Am not bothered by difficult social situations.,X209,['X209'],X209,IPIP Alphabetical Item List
IPIP_FULL_0328,Am not bothered by disorder.,E7,['E7'],E7,IPIP Alphabetical Item List
IPIP_FULL_0329,Am not bothered by messy people.,E100,['E100'],E100,IPIP Alphabetical Item List
IPIP_FULL_0330,Am not concerned with making a good impression.,P397,['P397'],P397,IPIP Alphabetical Item List
IPIP_FULL_0331,Am not confident that my way of doing things will work out for the best.,V281,['V281'],V281,IPIP Alphabetical Item List
IPIP_FULL_0332,Am not considered attractive by others.,Q106,['Q106'],Q106,IPIP Alphabetical Item List
IPIP_FULL_0333,Am not considered to have new and different ideas.,V189,['V189'],V189,IPIP Alphabetical Item List
IPIP_FULL_0334,Am not disturbed by events.,H386,['H386'],H386,IPIP Alphabetical Item List
IPIP_FULL_0335,Am not easily affected by my emotions.,X202,['X202'],X202,IPIP Alphabetical Item List
IPIP_FULL_0336,Am not easily amused.,X180,['X180'],X180,IPIP Alphabetical Item List
IPIP_FULL_0337,Am not easily annoyed.,X23,['X23'],X23,IPIP Alphabetical Item List
IPIP_FULL_0338,Am not easily bothered by things.,X138,['X138'],X138,IPIP Alphabetical Item List
IPIP_FULL_0339,Am not easily distracted.,H268,['H268'],H268,IPIP Alphabetical Item List
IPIP_FULL_0340,Am not easily disturbed by events.,H1046,"['H1046', 'X11']","H1046, X11",IPIP Alphabetical Item List
IPIP_FULL_0341,Am not easily fooled by others.,H1113,['H1113'],H1113,IPIP Alphabetical Item List
IPIP_FULL_0342,Am not easily frustrated.,X59,['X59'],X59,IPIP Alphabetical Item List
IPIP_FULL_0343,Am not easily made to feel jealous.,Q144,['Q144'],Q144,IPIP Alphabetical Item List
IPIP_FULL_0344,Am not easily stirred.,H562,"['H562', 'X32']","H562, X32",IPIP Alphabetical Item List
IPIP_FULL_0345,Am not embarrassed easily.,X242,['X242'],X242,IPIP Alphabetical Item List
IPIP_FULL_0346,Am not fun to be with.,V76,['V76'],V76,IPIP Alphabetical Item List
IPIP_FULL_0347,Am not good at deceiving other people.,Q71,['Q71'],Q71,IPIP Alphabetical Item List
IPIP_FULL_0348,Am not good at describing the emotions I feel throughout the day.,T309,['T309'],T309,IPIP Alphabetical Item List
IPIP_FULL_0349,Am not good at figuring out what really matters.,V192,['V192'],V192,IPIP Alphabetical Item List
IPIP_FULL_0350,Am not good at getting people to like me.,P430,['P430'],P430,IPIP Alphabetical Item List
IPIP_FULL_0351,Am not good at hiding my intentions from others.,P380,['P380'],P380,IPIP Alphabetical Item List
IPIP_FULL_0352,Am not good at judging people.,M54,['M54'],M54,IPIP Alphabetical Item List
IPIP_FULL_0353,Am not good at knowing human nature.,M42,['M42'],M42,IPIP Alphabetical Item List
IPIP_FULL_0354,Am not good at planning group activities.,V135,['V135'],V135,IPIP Alphabetical Item List
IPIP_FULL_0355,Am not good at sports.,Q86,['Q86'],Q86,IPIP Alphabetical Item List
IPIP_FULL_0356,Am not good at taking charge of a group.,V105,['V105'],V105,IPIP Alphabetical Item List
IPIP_FULL_0357,Am not good at telling jokes.,P468,['P468'],P468,IPIP Alphabetical Item List
IPIP_FULL_0358,Am not good at working with a group.,V16,['V16'],V16,IPIP Alphabetical Item List
IPIP_FULL_0359,Am not handicapped in any way.,Q232,['Q232'],Q232,IPIP Alphabetical Item List
IPIP_FULL_0360,Am not happy until all the details are taken care of.,T315,['T315'],T315,IPIP Alphabetical Item List
IPIP_FULL_0361,Am not highly motivated to succeed.,X110,['X110'],X110,IPIP Alphabetical Item List
IPIP_FULL_0362,Am not in the mood for anything.,H619,['H619'],H619,IPIP Alphabetical Item List
IPIP_FULL_0363,Am not in touch with my feelings.,E9,['E9'],E9,IPIP Alphabetical Item List
IPIP_FULL_0364,Am not interested in abstract ideas.,X228,['X228'],X228,IPIP Alphabetical Item List
IPIP_FULL_0365,Am not interested in other people's problems.,X227,['X227'],X227,IPIP Alphabetical Item List
IPIP_FULL_0366,Am not interested in romance.,T321,['T321'],T321,IPIP Alphabetical Item List
IPIP_FULL_0367,Am not interested in speculating about things.,X214,['X214'],X214,IPIP Alphabetical Item List
IPIP_FULL_0368,Am not interested in theoretical discussions.,X239,['X239'],X239,IPIP Alphabetical Item List
IPIP_FULL_0369,Am not known for my sense of humor.,V45,['V45'],V45,IPIP Alphabetical Item List
IPIP_FULL_0370,Am not likely to notice small visual details.,D89,['D89'],D89,IPIP Alphabetical Item List
IPIP_FULL_0371,Am not much of a flirt.,T324,['T324'],T324,IPIP Alphabetical Item List
IPIP_FULL_0372,Am not picky about food.,E12,['E12'],E12,IPIP Alphabetical Item List
IPIP_FULL_0373,Am not really interested in others.,X165,['X165'],X165,IPIP Alphabetical Item List
IPIP_FULL_0374,Am not sure where my life is going.,X105,['X105'],X105,IPIP Alphabetical Item List
IPIP_FULL_0375,Am not very good at getting things done.,V64,['V64'],V64,IPIP Alphabetical Item List
IPIP_FULL_0376,Am not willing to let things rest.,H712,['H712'],H712,IPIP Alphabetical Item List
IPIP_FULL_0377,Am odd.,T328,['T328'],T328,IPIP Alphabetical Item List
IPIP_FULL_0378,Am often accused of being narrow-minded.,T329,['T329'],T329,IPIP Alphabetical Item List
IPIP_FULL_0379,Am often afraid of new or unexpected situations.,S15,['S15'],S15,IPIP Alphabetical Item List
IPIP_FULL_0380,Am often afraid.,T331,['T331'],T331,IPIP Alphabetical Item List
IPIP_FULL_0381,Am often asked by friends and family to help resolve fights.,W220,['W220'],W220*,IPIP Alphabetical Item List
IPIP_FULL_0382,Am often aware how the color and lighting of a room affects my mood.,D117,['D117'],D117,IPIP Alphabetical Item List
IPIP_FULL_0383,Am often being lied to.,T333,['T333'],T333,IPIP Alphabetical Item List
IPIP_FULL_0384,Am often bored while working.,H2002,['H2002'],H2002,IPIP Alphabetical Item List
IPIP_FULL_0385,Am often bored.,A99,['A99'],A99,IPIP Alphabetical Item List
IPIP_FULL_0386,Am often consulted by my friends about their problems.,M47,['M47'],M47,IPIP Alphabetical Item List
IPIP_FULL_0387,Am often disappointed by people.,T336,['T336'],T336,IPIP Alphabetical Item List
IPIP_FULL_0388,Am often down in the dumps.,H640,['H640'],H640,IPIP Alphabetical Item List
IPIP_FULL_0389,Am often exploited by others.,T338,['T338'],T338,IPIP Alphabetical Item List
IPIP_FULL_0390,Am often fidgety.,R15,['R15'],R15,IPIP Alphabetical Item List
IPIP_FULL_0391,Am often in a bad mood.,X84,['X84'],X84,IPIP Alphabetical Item List
IPIP_FULL_0392,Am often just used by people instead of being treated as a person.,T341,['T341'],T341,IPIP Alphabetical Item List
IPIP_FULL_0393,Am often late to work.,X93,['X93'],X93,IPIP Alphabetical Item List
IPIP_FULL_0394,Am often late.,E137,['E137'],E137,IPIP Alphabetical Item List
IPIP_FULL_0395,Am often mistaken for being younger than my age.,Q94,['Q94'],Q94,IPIP Alphabetical Item List
IPIP_FULL_0396,Am often out for revenge.,T345,['T345'],T345,IPIP Alphabetical Item List
IPIP_FULL_0397,Am often puzzled by sensations in my body.,A86,['A86'],A86,IPIP Alphabetical Item List
IPIP_FULL_0398,Am often rushed.,E149,['E149'],E149,IPIP Alphabetical Item List
IPIP_FULL_0399,Am often sensitive to the smoothness or roughness of objects that I touch.,D66,['D66'],D66,IPIP Alphabetical Item List
IPIP_FULL_0400,Am often so assertive or sociable that I surprise myself.,R18,['R18'],R18,IPIP Alphabetical Item List
IPIP_FULL_0401,Am often so restless that it is impossible for me to sit still.,R73,['R73'],R73,IPIP Alphabetical Item List
IPIP_FULL_0402,Am often the last to understand the point of a joke.,M33,['M33'],M33,IPIP Alphabetical Item List
IPIP_FULL_0403,Am often told by others that I understand them.,M59,['M59'],M59,IPIP Alphabetical Item List
IPIP_FULL_0404,Am often too truthful about others' flaws.,T353,['T353'],T353,IPIP Alphabetical Item List
IPIP_FULL_0405,Am often worried by things that I said or did.,S3,['S3'],S3,IPIP Alphabetical Item List
IPIP_FULL_0406,Am on good terms with nearly everyone.,H37,['H37'],H37,IPIP Alphabetical Item List
IPIP_FULL_0407,Am one of the most curious and inquiring persons I know.,D15,['D15'],D15,IPIP Alphabetical Item List
IPIP_FULL_0408,Am only kind to others if they have been kind to me.,V195,['V195'],V195,IPIP Alphabetical Item List
IPIP_FULL_0409,Am open about my feelings.,X148,['X148'],X148,IPIP Alphabetical Item List
IPIP_FULL_0410,Am open about myself to others.,X85,['X85'],X85,IPIP Alphabetical Item List
IPIP_FULL_0411,Am open to arguments.,H1143,['H1143'],H1143,IPIP Alphabetical Item List
IPIP_FULL_0412,Am open to change.,X62,['X62'],X62,IPIP Alphabetical Item List
IPIP_FULL_0413,Am open to ideas.,H1142,['H1142'],H1142,IPIP Alphabetical Item List
IPIP_FULL_0414,Am open to new experiences.,Q61,['Q61'],Q61,IPIP Alphabetical Item List
IPIP_FULL_0415,Am out for my own personal gain.,H1325,['H1325'],H1325,IPIP Alphabetical Item List
IPIP_FULL_0416,Am paralyzed by a fear of being alone.,T364,['T364'],T364,IPIP Alphabetical Item List
IPIP_FULL_0417,Am paralyzed by a fear of rejection.,T365,['T365'],T365,IPIP Alphabetical Item List
IPIP_FULL_0418,Am passionate about anything I'm involved in.,E39,['E39'],E39,IPIP Alphabetical Item List
IPIP_FULL_0419,Am passionate about bettering the world's condition.,D19,['D19'],D19,IPIP Alphabetical Item List
IPIP_FULL_0420,Am passionate about causes.,E174,['E174'],E174,IPIP Alphabetical Item List
IPIP_FULL_0421,Am patient with people who annoy me.,Q59,['Q59'],Q59,IPIP Alphabetical Item List
IPIP_FULL_0422,Am physically out of shape.,Q133,['Q133'],Q133,IPIP Alphabetical Item List
IPIP_FULL_0423,Am plain in appearance.,Q25,['Q25'],Q25,IPIP Alphabetical Item List
IPIP_FULL_0424,Am polite to strangers.,E29,['E29'],E29,IPIP Alphabetical Item List
IPIP_FULL_0425,Am poorly informed.,H1391,['H1391'],H1391,IPIP Alphabetical Item List
IPIP_FULL_0426,Am preoccupied with myself.,H717,['H717'],H717,IPIP Alphabetical Item List
IPIP_FULL_0427,Am pretty trusting of others' motives.,T371,['T371'],T371,IPIP Alphabetical Item List
IPIP_FULL_0428,Am prone to addiction.,Q177,['Q177'],Q177,IPIP Alphabetical Item List
IPIP_FULL_0429,Am prone to altered states of consciousness.,T373,['T373'],T373,IPIP Alphabetical Item List
IPIP_FULL_0430,Am prone to bouts of rage.,T374,['T374'],T374,IPIP Alphabetical Item List
IPIP_FULL_0431,Am prone to complain about my health.,T375,['T375'],T375,IPIP Alphabetical Item List
IPIP_FULL_0432,Am proud that I am an ordinary person.,V179,['V179'],V179,IPIP Alphabetical Item List
IPIP_FULL_0433,Am put off by people who touch or hug when speaking to me.,A8,['A8'],A8,IPIP Alphabetical Item List
IPIP_FULL_0434,Am put off by unexpected events.,H957,['H957'],H957,IPIP Alphabetical Item List
IPIP_FULL_0435,Am quick to admit making a mistake.,V266,['V266'],V266,IPIP Alphabetical Item List
IPIP_FULL_0436,Am quick to blame others when I get into trouble.,T380,['T380'],T380,IPIP Alphabetical Item List
IPIP_FULL_0437,Am quick to correct others.,H289,['H289'],H289,IPIP Alphabetical Item List
IPIP_FULL_0438,Am quick to judge others.,E65,['E65'],E65,IPIP Alphabetical Item List
IPIP_FULL_0439,Am quick to quit when the going gets tough.,T382,['T382'],T382,IPIP Alphabetical Item List
IPIP_FULL_0440,Am quick to think I'm about to be dumped or rejected.,T383,['T383'],T383,IPIP Alphabetical Item List
IPIP_FULL_0441,Am quick to think others don't like me.,T384,['T384'],T384,IPIP Alphabetical Item List
IPIP_FULL_0442,Am quick to understand things.,X100,['X100'],X100,IPIP Alphabetical Item List
IPIP_FULL_0443,Am quiet around strangers.,H661,"['H661', 'X260']","H661, X260",IPIP Alphabetical Item List
IPIP_FULL_0444,Am quite relaxed in front of strangers.,T388,['T388'],T388,IPIP Alphabetical Item List
IPIP_FULL_0445,Am rarely a patient person.,D7,['D7'],D7,IPIP Alphabetical Item List
IPIP_FULL_0446,Am rarely aware of how an artist might be using light and color to convey mood when I look at paintings or pictures.,D35,['D35'],D35,IPIP Alphabetical Item List
IPIP_FULL_0447,Am rarely aware of the natural beauty in the environment.,V208,['V208'],V208,IPIP Alphabetical Item List
IPIP_FULL_0448,Am rarely aware of the texture of things that I hold.,D27,['D27'],D27,IPIP Alphabetical Item List
IPIP_FULL_0449,Am rarely consulted for advice by others.,V262,['V262'],V262,IPIP Alphabetical Item List
IPIP_FULL_0450,Am rarely scared by loud noises.,D55,['D55'],D55,IPIP Alphabetical Item List
IPIP_FULL_0451,Am ready for a fight when someone tries to take advantage of me.,T391,['T391'],T391,IPIP Alphabetical Item List
IPIP_FULL_0452,Am ready to act on the spot.,H338,['H338'],H338,IPIP Alphabetical Item List
IPIP_FULL_0453,Am ready to do battle for a cause.,H442,['H442'],H442,IPIP Alphabetical Item List
IPIP_FULL_0454,Am ready to hit someone when I get angry.,T393,['T393'],T393,IPIP Alphabetical Item List
IPIP_FULL_0455,Am relaxed most of the time.,E141,['E141'],E141,IPIP Alphabetical Item List
IPIP_FULL_0456,Am resigned to my fate.,H1166,['H1166'],H1166,IPIP Alphabetical Item List
IPIP_FULL_0457,Am rigid in the way I want things organized.,T397,['T397'],T397,IPIP Alphabetical Item List
IPIP_FULL_0458,Am sad most of the time.,T398,['T398'],T398,IPIP Alphabetical Item List
IPIP_FULL_0459,Am satisfied with my life.,V169,['V169'],V169,IPIP Alphabetical Item List
IPIP_FULL_0460,Am secure in my relationships.,T400,['T400'],T400,IPIP Alphabetical Item List
IPIP_FULL_0461,Am seldom aware of the sounds of birds in the neighborhood.,D85,['D85'],D85,IPIP Alphabetical Item List
IPIP_FULL_0462,Am seldom bothered by the apparent suffering of strangers.,D93,['D93'],D93,IPIP Alphabetical Item List
IPIP_FULL_0463,Am seldom concerned about the possibility of failing when trying something new.,D91,['D91'],D91,IPIP Alphabetical Item List
IPIP_FULL_0464,Am self-destructive.,M39,['M39'],M39,IPIP Alphabetical Item List
IPIP_FULL_0465,Am sensitive to the needs of others.,Q256,['Q256'],Q256,IPIP Alphabetical Item List
